,a,about,above,across,after,afterwards,again,against,all,almost,alone,along,already,also,although,always,am,among,amongst,amount,an,and,another,any,anyhow,anyone,anything,anyway,anywhere,are,around,as,at,back,be,became,because,become,becomes,becoming,been,before,behind,being,below,beside,besides,between,beyond,both,bottom,but,by,ca,call,can,could,did,do,does,doing,done,down,due,during,each,eight,either,eleven,else,elsewhere,empty,enough,even,ever,every,everyone,everything,everywhere,except,few,fifteen,fifty,first,five,for,former,formerly,forty,four,from,front,full,further,get,give,go,had,has,have,he,hence,her,here,hereafter,hereby,hers,herself,him,himself,his,how,however,hundred,i,if,in,indeed,into,is,it,its,itself,just,keep,last,latter,least,less,made,make,many,may,me,meanwhile,might,mine,more,moreover,most,mostly,move,much,must,my,myself,name,neither,never,nevertheless,next,nine,no,nobody,none,nor,not,nothing,now,nowhere,of,off,often,on,once,one,only,onto,or,other,others,otherwise,our,ours,ourselves,out,over,own,part,per,perhaps,please,put,quite,rather,re,really,regarding,same,say,see,seem,seemed,seeming,seems,serious,several,she,should,show,side,since,six,sixty,so,some,somehow,someone,something,sometime,sometimes,somewhere,still,such,take,ten,than,that,the,their,them,themselves,then,there,thereafter,thereby,therefore,therein,thereupon,these,they,third,this,those,though,three,through,throughout,thus,to,together,too,top,toward,towards,twelve,twenty,two,under,unless,until,up,upon,us,used,using,various,very,was,we,well,were,what,whatever,when,whence,whenever,where,whereas,wherein,whereupon,wherever,whether,which,while,whither,who,whoever,whole,whom,whose,why,will,with,within,without,would,yet,you,your,yours,yourself,yourselves,tbook,author
2349,43,2,0,1,3,0,3,2,11,1,0,0,0,1,0,0,0,1,0,0,4,56,1,3,0,0,0,0,0,6,0,24,21,8,5,0,0,0,0,0,5,1,4,0,0,0,1,1,0,0,1,15,6,1,1,9,6,3,5,2,1,2,8,0,0,0,0,0,0,0,0,0,2,6,3,1,0,1,0,0,0,0,0,0,0,11,0,0,0,1,10,0,0,0,1,1,3,12,2,5,24,0,6,1,0,0,0,2,9,3,35,6,0,0,21,3,12,0,6,7,12,2,1,1,3,3,0,0,3,2,2,0,0,4,0,0,0,4,0,0,0,1,0,0,10,1,2,0,1,0,1,0,4,0,0,1,6,2,2,0,52,6,0,19,1,8,0,0,5,4,0,0,2,0,1,13,5,0,2,0,0,1,1,1,2,0,0,0,0,1,7,0,1,0,0,0,0,2,1,0,5,0,0,0,8,1,0,1,3,0,0,0,1,2,1,0,1,9,97,6,4,0,3,3,0,0,0,0,0,3,9,0,14,1,0,2,3,0,0,41,1,6,3,0,0,0,0,0,0,0,1,5,0,3,1,0,0,2,5,14,0,5,10,0,3,0,0,1,0,0,0,0,0,0,1,0,7,1,2,0,0,4,2,9,0,2,4,0,19,5,1,0,0,silver_princess_of_oz,T
2350,40,4,0,0,2,0,3,2,8,2,0,2,0,0,0,1,2,1,0,0,4,71,1,3,0,0,1,0,0,8,0,22,10,4,4,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,0,9,5,1,0,5,2,6,8,0,0,1,7,0,0,0,0,0,0,1,0,0,3,0,2,1,0,2,0,0,0,0,0,3,0,14,0,0,0,0,5,0,1,1,6,0,2,12,2,5,18,0,8,4,0,0,0,1,5,4,29,2,0,1,26,5,24,0,6,5,9,2,1,4,1,1,0,2,1,3,2,0,1,5,0,0,0,4,0,0,0,0,1,1,9,0,2,1,1,0,0,1,5,0,0,0,10,1,3,0,41,6,0,12,1,4,3,0,3,2,0,0,4,0,0,10,7,3,0,0,0,1,2,1,0,0,0,0,2,1,2,0,1,0,0,0,0,4,0,0,1,0,0,0,9,2,0,0,0,0,0,0,1,1,0,0,2,9,102,8,8,0,9,5,0,0,0,0,0,1,8,0,8,0,0,0,3,0,0,52,1,5,0,0,0,0,0,1,2,0,0,9,0,3,1,0,0,3,13,10,4,7,10,0,4,0,0,3,0,0,0,0,0,2,2,0,1,0,1,0,0,3,2,18,0,3,7,0,28,2,1,0,0,silver_princess_of_oz,T
2351,50,2,0,0,2,0,1,3,16,2,1,0,1,0,0,1,1,0,0,0,6,72,1,4,0,1,0,0,0,9,0,21,10,5,8,0,0,0,0,0,4,3,1,2,2,1,1,1,0,2,1,7,6,2,2,2,3,4,10,1,0,3,4,0,0,1,0,0,0,0,0,0,1,3,0,0,1,1,0,0,1,0,0,1,0,13,0,0,1,0,7,0,0,0,0,1,3,11,0,4,26,0,11,2,0,0,0,2,10,3,19,4,0,0,24,5,14,1,3,8,13,0,0,5,1,0,0,1,0,2,0,0,0,8,1,0,1,2,0,0,0,0,3,2,7,0,0,0,1,0,1,1,3,0,0,0,13,1,8,2,52,3,0,12,1,3,1,0,7,1,2,0,5,0,0,10,6,2,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,5,2,0,3,0,1,0,6,2,0,0,2,0,0,0,2,2,0,0,1,12,103,2,6,1,5,1,0,0,0,0,0,3,5,0,10,2,1,1,3,0,0,44,1,3,1,1,0,0,0,0,0,0,0,12,1,8,1,0,0,3,7,14,6,8,1,0,3,0,0,4,0,0,0,0,0,2,1,0,4,0,3,0,1,6,1,9,0,2,4,0,18,3,0,0,0,silver_princess_of_oz,T
2352,37,3,1,0,2,0,2,0,8,2,0,3,1,0,0,0,1,0,0,0,6,65,1,1,0,0,1,0,0,6,0,17,14,9,2,0,0,1,0,0,3,3,2,1,0,2,0,2,0,1,0,7,5,0,3,5,6,4,8,2,0,0,4,0,0,1,0,0,0,0,0,0,2,7,1,2,0,2,0,0,1,0,0,1,0,15,0,0,0,0,7,0,1,0,0,1,1,13,1,5,18,0,3,1,0,0,0,0,8,5,29,7,0,0,24,3,20,0,5,12,14,1,0,2,2,1,0,0,0,1,0,1,0,6,0,1,0,1,0,0,0,0,2,5,6,0,1,2,2,0,0,0,6,0,0,2,10,0,6,0,46,2,1,14,0,5,3,0,8,3,0,0,2,0,0,9,8,4,0,0,0,0,0,2,1,0,3,0,2,0,1,0,0,0,0,0,0,7,1,1,1,0,0,0,7,0,0,0,0,0,0,0,2,5,1,0,5,9,116,8,3,0,2,7,0,0,0,0,0,0,5,0,10,0,0,0,5,0,0,59,3,2,0,1,0,0,1,0,4,0,0,7,0,6,1,1,0,2,10,8,2,6,6,0,3,0,0,4,0,0,0,0,0,1,1,0,0,0,2,0,0,5,2,8,0,2,4,1,23,5,0,0,2,silver_princess_of_oz,T
2353,48,2,0,0,0,0,3,1,9,2,1,1,0,0,0,0,2,1,0,0,7,81,0,0,0,0,0,0,0,6,2,18,11,4,7,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,9,7,0,0,4,5,2,11,1,1,0,7,1,0,2,1,0,0,2,0,0,0,4,1,1,0,1,0,0,2,0,0,1,0,15,0,0,0,0,12,0,1,0,1,1,2,9,1,11,28,0,10,1,0,0,0,0,12,4,25,1,0,0,15,3,20,0,5,10,17,3,0,5,1,2,0,0,0,0,0,0,0,7,0,2,0,6,0,0,0,0,1,1,9,0,0,0,2,0,0,0,1,0,0,1,9,3,6,1,43,5,0,12,0,8,3,0,8,2,1,0,3,0,1,12,6,1,1,0,1,0,0,1,2,0,3,0,1,2,2,0,1,0,1,0,0,6,3,0,1,2,0,0,8,1,0,0,3,0,0,0,1,2,1,0,2,16,96,9,6,0,3,5,0,0,0,0,0,3,6,0,8,1,1,1,3,0,0,32,0,5,0,0,0,0,0,3,2,0,0,7,1,3,0,0,0,1,11,14,0,3,6,0,3,0,0,3,0,0,0,0,0,2,2,0,6,1,1,0,0,3,4,15,1,2,3,1,14,3,0,1,0,silver_princess_of_oz,T
2354,41,0,1,2,3,0,0,0,9,2,2,1,2,0,0,1,0,0,0,0,2,64,3,1,0,0,2,0,0,5,0,28,10,5,10,1,0,0,0,0,4,2,0,0,1,1,1,3,1,1,0,13,3,1,1,3,5,2,7,2,0,3,7,0,1,0,1,0,0,0,0,0,1,1,2,0,1,2,0,0,0,0,0,1,0,6,0,0,0,0,5,0,0,0,1,1,3,8,2,8,36,0,6,5,0,0,0,0,8,4,42,2,0,0,19,2,20,1,4,10,16,1,1,2,3,2,0,1,2,1,0,0,1,6,0,2,0,1,0,2,0,1,2,2,9,0,0,1,2,0,0,1,3,0,0,0,7,2,8,0,44,3,0,10,0,2,2,0,4,4,1,0,1,0,0,11,4,1,2,0,0,0,0,0,0,0,0,0,3,0,9,0,0,1,0,0,0,2,0,0,5,1,1,0,7,1,0,1,2,0,0,0,1,0,2,0,1,10,106,8,8,0,2,3,0,0,0,0,0,3,6,0,10,1,2,0,2,0,0,38,0,1,1,1,0,0,0,0,3,1,0,7,0,0,1,0,0,1,10,14,3,6,7,0,4,0,0,1,0,0,0,0,1,0,6,0,5,0,1,1,0,5,2,21,0,4,4,1,20,5,0,0,0,silver_princess_of_oz,T
2355,53,6,1,0,0,0,3,1,9,0,0,1,1,1,0,3,1,1,0,0,3,58,1,2,0,0,2,0,0,5,1,20,16,2,5,0,0,1,0,0,2,0,2,0,0,0,0,1,0,5,0,19,5,1,0,5,3,5,7,3,0,1,11,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,5,0,13,1,0,0,0,7,1,2,1,0,1,3,6,1,6,23,0,3,5,0,0,0,0,11,5,36,3,0,1,25,2,26,0,4,9,12,3,1,5,2,0,0,1,0,1,1,1,1,5,0,1,0,8,0,1,1,0,3,0,7,1,1,0,3,0,0,2,6,0,0,1,10,1,5,0,51,0,0,12,0,4,0,0,9,1,0,0,4,0,0,15,3,1,0,0,1,1,1,0,1,1,1,0,1,1,4,0,1,0,1,0,0,5,1,1,1,0,0,0,5,1,0,0,1,0,0,0,2,1,1,1,3,9,96,6,8,1,4,2,0,0,0,0,0,1,6,0,10,2,0,1,3,0,0,38,1,2,1,1,0,0,0,4,0,0,0,8,0,1,0,0,0,2,14,9,2,1,3,1,2,0,0,3,0,0,0,0,0,3,3,0,2,0,2,0,0,6,4,14,1,3,1,0,22,1,0,1,0,silver_princess_of_oz,T
2356,42,3,1,0,1,0,1,2,12,1,0,0,2,0,0,0,1,0,0,0,2,69,0,1,0,1,2,1,0,7,1,16,10,5,6,0,0,0,0,0,0,0,1,3,1,2,2,1,0,3,0,5,2,0,0,6,3,3,11,2,1,2,7,0,0,1,0,1,1,1,0,0,1,6,1,1,0,3,0,0,1,0,0,1,0,20,1,0,0,1,5,0,0,0,2,0,7,11,1,10,30,0,7,8,0,0,0,0,7,7,28,3,0,2,16,1,26,0,2,11,16,2,1,0,2,0,0,1,1,0,2,1,2,4,0,0,1,3,0,1,0,1,5,3,4,1,1,0,3,0,0,1,9,0,0,0,12,0,6,1,35,3,0,8,0,5,4,0,4,2,0,0,1,0,0,11,7,1,1,0,0,0,0,2,1,0,1,0,1,3,2,0,0,0,0,0,0,3,0,0,1,0,0,0,7,1,0,1,1,0,0,0,3,2,0,1,3,18,100,7,8,0,4,4,0,0,0,0,0,2,6,0,7,2,1,0,4,0,0,39,0,3,3,0,0,0,0,0,2,0,0,13,0,3,1,0,1,5,12,6,4,4,8,0,3,0,0,2,0,0,0,0,0,2,1,0,4,0,1,0,0,5,5,20,0,1,3,1,17,2,0,1,0,silver_princess_of_oz,T
2357,36,1,2,1,3,0,0,1,15,3,0,2,0,0,0,1,0,0,0,0,3,71,1,2,0,0,1,1,0,5,1,12,13,10,9,0,0,0,0,0,1,1,1,0,0,1,1,1,0,2,0,10,5,0,1,9,6,4,6,1,0,2,5,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,0,0,0,0,0,1,0,13,0,0,0,0,5,0,2,0,1,1,6,11,1,8,27,0,3,3,0,0,0,0,10,6,28,3,0,0,26,8,15,1,4,9,12,1,1,1,1,5,0,1,0,1,3,1,1,4,0,0,1,1,0,1,0,0,4,1,5,1,1,0,1,1,1,0,4,3,0,1,5,0,2,0,51,4,0,18,0,4,2,0,5,3,0,0,1,0,0,10,2,4,1,0,1,0,4,3,1,0,1,0,0,1,3,0,0,0,0,1,0,3,1,0,0,0,1,0,6,1,0,0,2,0,0,0,2,2,2,1,2,14,112,8,8,0,4,4,0,0,0,0,0,1,3,0,9,2,1,1,5,0,0,37,2,7,0,1,0,0,0,2,0,0,0,10,0,4,0,0,0,3,13,11,4,7,5,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,1,0,1,6,3,12,0,2,2,2,21,1,0,0,0,silver_princess_of_oz,T
2358,42,5,0,1,4,0,2,1,11,2,0,1,2,0,0,1,1,0,0,0,3,68,1,5,0,0,1,0,1,5,0,22,13,8,8,1,0,0,0,0,0,1,1,0,0,0,1,1,0,3,0,8,3,2,0,3,3,7,13,1,0,1,5,0,0,1,0,0,0,0,0,0,2,3,3,1,0,2,0,0,1,0,1,0,1,13,0,0,0,0,10,0,0,1,2,2,3,10,0,6,25,0,9,5,0,0,0,0,8,4,28,1,0,0,22,5,19,0,6,4,20,0,1,4,0,2,0,1,1,1,2,1,1,3,0,0,0,3,0,1,0,0,2,1,5,1,0,0,0,0,1,1,9,1,0,2,10,2,8,0,48,6,0,11,0,5,2,0,3,0,0,0,1,0,0,11,5,2,1,0,2,0,3,0,0,0,1,0,2,1,4,0,0,0,0,0,0,6,0,0,3,2,1,0,9,2,0,0,1,0,1,0,2,4,0,0,0,8,97,5,11,1,4,4,0,0,0,0,0,4,9,0,10,0,0,0,2,0,0,44,0,1,0,0,0,0,1,2,1,1,0,4,0,5,0,0,0,4,19,10,3,5,0,1,11,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,5,5,13,0,1,3,0,13,3,0,1,0,silver_princess_of_oz,T
2359,37,2,0,0,1,0,0,1,13,2,0,2,2,0,0,0,1,0,0,0,5,57,3,1,0,0,0,0,0,4,3,20,16,5,7,0,0,0,0,0,1,3,2,1,0,1,0,0,0,1,0,14,3,2,0,2,1,6,8,0,0,0,8,0,0,1,0,0,0,1,0,0,0,2,4,0,0,2,0,0,2,0,0,2,0,12,3,0,1,2,5,0,0,1,0,3,6,12,1,4,20,0,10,6,0,0,0,2,14,3,27,4,0,0,24,3,17,1,5,10,18,4,1,3,2,1,0,2,1,1,1,0,0,5,0,2,0,1,0,0,0,0,2,1,5,0,1,1,6,0,0,0,5,0,0,0,10,3,9,1,36,4,0,8,2,6,3,0,3,2,1,1,1,0,0,7,5,3,0,0,0,0,1,1,1,0,1,0,0,1,2,0,1,0,1,0,0,4,2,0,2,1,0,0,5,1,0,0,0,0,0,0,2,6,0,1,1,14,112,7,9,0,4,5,0,0,0,0,0,2,9,0,11,2,1,2,5,0,0,44,0,3,0,0,0,0,0,1,3,1,0,12,2,2,1,0,0,2,9,13,0,9,6,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,3,0,0,2,3,12,0,2,8,0,19,4,0,0,0,silver_princess_of_oz,T
2360,43,3,0,0,1,0,3,4,7,6,0,1,2,0,0,0,1,0,0,0,3,60,1,1,0,0,0,1,0,6,2,20,13,6,7,0,0,0,0,0,4,4,2,0,1,0,0,0,0,2,0,5,8,1,1,2,5,2,7,1,1,1,10,0,0,1,0,0,0,0,0,0,1,4,4,0,0,4,0,0,0,0,0,0,0,16,0,0,0,0,10,0,2,0,0,3,5,12,0,11,32,0,8,2,0,0,0,0,9,1,40,5,0,0,21,7,19,2,5,8,14,3,0,1,2,3,0,0,1,2,0,0,0,6,0,1,0,4,0,1,0,0,6,2,9,1,1,1,1,0,0,0,0,0,0,0,8,1,2,0,49,1,0,17,0,6,2,0,3,3,0,0,1,0,0,12,4,1,0,0,0,0,0,1,3,0,3,0,0,2,8,0,1,0,0,0,0,5,0,0,3,0,1,0,9,0,0,0,0,0,0,0,2,3,2,0,3,13,94,2,5,1,4,3,0,0,0,0,0,1,8,0,10,0,2,3,3,0,0,43,0,6,1,0,0,0,0,1,1,0,0,5,0,3,0,0,0,3,5,13,1,3,1,1,3,0,0,3,0,0,0,0,0,1,0,0,4,0,1,0,0,1,4,15,0,2,8,0,23,4,0,0,0,silver_princess_of_oz,T
2361,44,4,0,0,2,0,3,0,7,2,0,3,1,0,0,1,1,0,0,0,5,75,1,3,0,0,0,1,0,4,3,20,13,7,9,0,1,0,0,0,2,1,3,1,0,0,0,1,0,1,0,9,5,1,1,5,5,5,5,1,0,0,4,0,0,1,0,0,0,1,0,0,2,6,2,1,0,1,1,0,0,0,0,2,0,7,0,0,0,0,11,1,2,0,1,0,2,10,1,6,33,0,8,7,0,0,0,2,15,1,33,4,0,1,19,7,20,0,3,7,16,4,1,3,1,4,0,1,0,0,2,0,0,4,0,0,0,1,0,1,1,0,2,2,6,0,0,0,0,0,1,0,5,0,0,1,9,2,5,2,32,3,0,7,0,5,1,0,6,3,0,0,1,0,0,9,10,2,0,0,1,0,0,3,1,0,0,0,0,2,6,0,3,1,0,0,0,4,1,0,0,0,0,1,5,0,0,0,1,0,0,0,0,1,2,0,4,12,100,1,6,0,6,8,0,0,0,0,0,0,8,0,8,0,1,0,6,0,0,40,0,4,3,0,0,1,1,1,2,0,0,5,1,1,0,0,0,2,12,20,0,6,7,0,5,0,0,1,0,0,0,0,0,1,1,0,2,0,2,1,1,4,1,17,0,2,3,1,24,5,0,0,0,silver_princess_of_oz,T
2362,47,2,1,1,4,0,1,3,12,3,0,0,0,0,0,1,1,0,0,0,2,65,0,1,0,1,2,0,0,4,1,11,15,5,8,0,0,0,0,0,2,3,2,0,0,1,2,0,0,0,2,12,5,1,0,2,5,0,6,2,0,0,10,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,0,0,1,0,0,1,0,18,1,0,1,1,6,0,1,0,1,1,0,14,3,8,19,0,7,0,0,0,0,1,5,7,29,2,1,1,15,5,20,1,4,8,14,0,0,0,2,0,0,2,0,2,0,1,1,7,0,1,0,1,0,0,0,0,2,0,9,1,0,0,3,0,0,0,4,0,0,0,11,1,11,0,42,2,0,16,2,6,2,0,5,3,0,0,1,0,0,11,4,2,0,0,0,0,1,1,1,0,0,0,2,2,5,0,0,0,0,0,0,3,0,0,0,0,1,0,10,2,0,1,3,0,0,0,4,2,3,1,2,15,103,2,7,1,4,3,0,0,0,0,0,0,7,0,7,3,2,2,6,0,0,46,2,3,0,2,0,0,1,0,2,0,0,6,2,8,0,0,0,1,20,15,2,4,8,0,3,0,0,3,0,0,0,0,0,3,1,0,5,0,4,0,0,2,2,15,0,1,5,0,19,3,0,0,0,silver_princess_of_oz,T
2363,45,3,0,0,1,0,3,5,8,1,0,2,2,0,0,2,1,0,0,0,3,81,0,1,0,1,1,0,0,5,2,26,11,7,6,0,0,0,0,0,1,1,3,1,0,0,1,0,0,1,0,12,3,0,1,3,5,2,6,0,0,0,6,1,0,1,0,0,0,1,0,0,2,2,3,1,0,1,0,0,0,0,0,1,0,20,0,0,0,1,9,0,2,0,0,1,4,9,2,4,23,0,4,1,0,0,0,0,10,6,30,6,0,0,18,3,31,1,7,10,15,1,1,2,2,1,0,1,0,1,0,1,0,5,0,0,0,2,0,0,0,1,2,3,6,1,0,0,2,0,0,0,7,1,0,1,9,3,6,0,32,2,0,15,0,6,1,0,4,2,0,1,2,0,1,16,6,3,1,0,0,0,0,0,1,0,0,1,0,1,7,1,1,0,1,0,0,2,0,0,3,2,0,0,6,0,0,1,1,0,0,0,2,2,2,0,2,12,97,6,1,0,5,8,0,0,0,0,0,3,8,0,9,2,1,1,0,0,0,38,1,5,1,0,0,0,1,1,0,0,0,11,1,3,0,1,0,3,17,10,5,6,9,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,4,5,18,0,1,1,0,12,3,0,1,0,silver_princess_of_oz,T
2364,42,4,0,1,3,0,0,1,11,2,0,1,3,1,0,0,0,0,0,0,4,65,2,0,0,0,0,0,0,3,0,23,13,1,8,0,0,0,0,0,2,3,2,0,0,0,0,0,0,1,0,14,6,1,1,4,4,1,9,1,1,0,12,0,0,1,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,7,1,0,0,0,11,0,0,0,2,1,1,11,0,8,21,0,7,1,0,0,0,0,13,3,35,3,0,0,16,4,27,0,4,7,23,0,1,7,2,2,0,1,1,2,0,0,0,4,0,1,0,3,0,0,1,0,3,0,9,0,2,0,2,0,1,2,8,1,0,1,11,3,2,0,45,2,0,10,1,2,3,0,5,1,1,0,1,0,0,10,6,3,0,0,0,0,1,0,1,0,1,1,1,0,4,0,0,0,0,0,0,2,0,0,3,1,2,0,9,2,0,0,1,0,0,0,4,1,1,0,0,17,100,5,7,1,4,6,0,0,0,0,0,0,5,0,7,1,2,1,2,0,0,55,0,2,1,0,0,0,0,1,2,0,1,8,1,6,0,0,0,4,16,12,4,6,7,0,4,0,0,2,0,0,0,0,0,1,0,0,4,0,1,1,0,2,3,14,0,3,4,0,16,2,0,0,0,silver_princess_of_oz,T
2365,37,0,0,0,2,0,1,0,11,1,1,2,2,0,0,1,3,0,0,0,0,64,0,1,0,0,0,0,0,3,0,22,22,5,5,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,0,12,4,3,1,2,5,6,11,3,0,1,5,0,0,1,0,0,0,0,0,0,3,4,2,0,1,2,0,0,0,0,0,2,0,12,0,0,1,0,10,0,0,1,1,1,2,9,2,9,25,0,7,2,0,0,0,0,6,5,32,2,0,1,17,6,21,0,8,4,16,3,1,4,3,1,0,1,0,1,1,3,0,5,0,0,1,3,0,0,0,0,1,3,11,2,1,2,2,0,1,0,2,2,0,0,13,1,8,0,40,5,0,10,1,5,3,0,6,4,0,0,1,0,0,7,6,3,0,0,1,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,4,0,0,4,0,0,0,12,2,0,0,1,0,0,0,2,1,0,2,3,18,101,3,5,3,3,3,0,0,0,0,0,2,9,0,8,1,2,2,4,0,0,40,1,5,1,0,0,0,1,0,2,0,0,3,0,4,0,0,0,1,17,7,0,6,5,0,4,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,5,5,19,0,4,5,1,25,2,0,1,1,silver_princess_of_oz,T
2366,36,6,0,0,3,0,1,1,13,0,0,3,1,0,0,1,1,0,0,0,4,56,1,1,0,0,1,1,0,1,0,13,6,4,4,0,2,0,0,0,3,2,1,1,1,0,0,1,0,3,2,10,8,1,0,3,4,2,4,2,0,1,4,0,0,1,0,0,0,0,0,0,3,3,3,0,0,5,0,0,1,0,0,2,0,10,0,0,0,1,5,0,1,0,1,0,2,9,4,7,22,0,5,6,0,0,0,0,11,4,41,4,0,0,18,4,26,0,10,9,19,3,0,7,2,3,0,0,0,1,1,1,0,5,0,1,1,1,0,2,0,0,1,3,9,0,0,0,2,0,0,0,6,1,0,0,10,1,5,0,30,3,0,15,1,4,2,0,8,3,0,0,2,0,0,18,5,4,1,0,0,0,0,1,0,0,0,0,3,0,4,0,1,0,0,0,0,8,2,0,3,1,0,0,4,2,0,1,2,0,0,0,0,3,1,0,0,12,105,9,5,0,5,3,0,0,0,0,0,2,5,0,10,1,1,1,8,0,0,51,2,10,1,0,0,0,1,1,0,0,0,9,1,6,0,0,0,2,7,7,3,5,8,1,7,0,1,2,0,0,0,0,0,1,1,0,5,0,1,1,1,2,2,15,0,0,5,0,20,4,0,1,1,silver_princess_of_oz,T
2367,39,2,0,0,3,0,0,1,5,2,1,3,2,0,0,1,1,0,0,0,5,67,1,3,0,0,1,0,0,6,1,18,10,7,10,0,0,0,0,0,3,2,2,0,0,0,0,2,0,1,1,9,3,0,1,6,9,2,4,0,0,2,10,0,0,2,0,0,0,0,0,1,0,9,1,0,1,2,0,1,1,0,0,1,0,11,0,0,0,1,6,0,0,0,2,1,4,9,2,4,25,0,5,4,0,0,0,1,6,3,40,3,0,0,22,7,28,0,7,12,12,1,1,6,0,0,0,0,1,0,1,0,1,4,0,2,0,1,0,1,0,1,3,0,3,1,2,0,2,0,0,3,6,0,0,1,10,0,6,0,40,7,0,16,0,9,3,0,5,3,1,0,1,0,0,9,5,3,0,0,1,0,1,1,2,1,1,0,1,1,4,0,1,0,0,0,1,4,2,0,1,0,0,0,6,0,0,1,0,0,1,0,0,1,1,1,2,6,93,5,6,1,8,2,0,0,0,0,0,1,5,0,12,1,0,0,6,0,0,37,0,7,1,0,0,0,0,2,3,0,0,9,0,5,1,0,0,0,16,7,4,5,5,1,4,0,0,3,0,0,0,0,0,2,1,0,1,0,1,0,1,3,2,15,0,2,4,0,34,4,0,0,0,silver_princess_of_oz,T
2368,54,1,0,0,1,0,0,1,12,2,0,0,1,0,0,2,2,0,0,0,6,79,1,1,0,0,1,0,0,12,1,24,7,8,2,1,1,1,0,0,1,1,2,0,1,1,2,1,0,2,2,13,4,0,0,3,1,2,8,2,1,0,8,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,6,0,0,0,2,5,1,0,1,2,2,2,12,2,6,23,0,8,5,0,0,0,1,11,4,28,3,0,0,16,4,26,1,7,9,10,3,2,5,0,2,0,0,0,1,0,0,1,1,0,1,0,2,0,2,0,0,0,0,9,0,0,0,3,0,0,1,6,1,0,1,10,2,7,0,43,2,0,19,2,4,3,0,3,2,2,0,1,0,0,8,5,5,0,0,0,0,1,0,2,0,1,0,0,0,2,0,2,0,0,0,0,4,0,1,0,1,0,0,8,2,0,0,1,0,0,0,2,0,1,0,0,15,94,7,5,1,5,3,0,0,0,0,0,1,5,0,15,2,0,1,4,0,0,38,0,5,2,0,0,0,0,1,1,0,0,13,0,7,1,0,0,1,13,13,3,1,10,0,7,0,0,1,0,0,0,0,0,1,2,0,3,0,0,0,0,5,3,10,0,3,5,0,24,3,0,0,0,silver_princess_of_oz,T
2369,51,4,1,0,2,0,0,5,12,2,0,1,1,0,0,0,1,1,0,0,4,65,0,0,1,1,0,1,0,5,0,19,9,6,6,0,0,1,0,0,3,1,2,2,1,1,2,1,0,1,3,12,4,0,0,4,4,6,7,0,1,0,8,0,0,0,0,0,0,1,0,0,3,2,2,0,0,2,0,0,1,0,0,1,0,16,0,0,0,0,6,0,1,0,4,1,1,12,1,2,26,0,11,8,0,0,0,0,7,2,34,3,0,1,11,8,24,0,6,10,16,2,1,2,3,1,0,0,1,0,1,2,0,4,0,4,0,3,0,0,0,0,2,5,8,0,0,1,6,0,0,0,7,0,0,0,10,1,7,0,32,4,1,12,0,8,2,0,6,0,0,0,2,0,0,12,5,1,0,0,0,2,2,0,0,0,0,0,3,2,4,0,0,0,0,0,0,4,0,1,4,0,0,0,5,1,0,0,0,0,0,0,1,3,1,1,2,12,108,3,5,0,6,3,0,0,0,0,0,1,8,0,9,1,2,1,2,0,0,40,0,3,1,0,0,0,2,1,1,1,0,11,2,3,1,0,0,3,7,11,2,4,6,0,3,0,0,1,0,0,0,0,0,1,2,1,3,0,3,0,0,2,5,15,0,2,1,0,18,6,0,0,0,silver_princess_of_oz,T
