,a,about,above,across,after,afterwards,again,against,all,almost,alone,along,already,also,although,always,am,among,amongst,amount,an,and,another,any,anyhow,anyone,anything,anyway,anywhere,are,around,as,at,back,be,became,because,become,becomes,becoming,been,before,behind,being,below,beside,besides,between,beyond,both,bottom,but,by,ca,call,can,could,did,do,does,doing,done,down,due,during,each,eight,either,eleven,else,elsewhere,empty,enough,even,ever,every,everyone,everything,everywhere,except,few,fifteen,fifty,first,five,for,former,formerly,forty,four,from,front,full,further,get,give,go,had,has,have,he,hence,her,here,hereafter,hereby,hers,herself,him,himself,his,how,however,hundred,i,if,in,indeed,into,is,it,its,itself,just,keep,last,latter,least,less,made,make,many,may,me,meanwhile,might,mine,more,moreover,most,mostly,move,much,must,my,myself,name,neither,never,nevertheless,next,nine,no,nobody,none,nor,not,nothing,now,nowhere,of,off,often,on,once,one,only,onto,or,other,others,otherwise,our,ours,ourselves,out,over,own,part,per,perhaps,please,put,quite,rather,re,really,regarding,same,say,see,seem,seemed,seeming,seems,serious,several,she,should,show,side,since,six,sixty,so,some,somehow,someone,something,sometime,sometimes,somewhere,still,such,take,ten,than,that,the,their,them,themselves,then,there,thereafter,thereby,therefore,therein,thereupon,these,they,third,this,those,though,three,through,throughout,thus,to,together,too,top,toward,towards,twelve,twenty,two,under,unless,until,up,upon,us,used,using,various,very,was,we,well,were,what,whatever,when,whence,whenever,where,whereas,wherein,whereupon,wherever,whether,which,while,whither,who,whoever,whole,whom,whose,why,will,with,within,without,would,yet,you,your,yours,yourself,yourselves,tbook,author
1381,39,0,1,0,1,0,3,0,13,0,0,2,0,1,1,0,3,3,0,0,3,64,2,1,0,0,2,0,0,7,0,12,16,3,10,2,0,1,0,0,2,1,0,0,0,2,0,1,0,1,1,8,7,0,1,1,6,2,10,2,0,0,1,0,1,0,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,2,0,16,0,0,0,1,7,0,0,1,1,1,1,8,1,8,23,0,10,1,0,0,0,0,4,0,17,3,1,1,24,6,17,1,4,14,11,7,0,2,1,0,0,0,1,4,0,1,3,6,0,1,0,5,0,2,0,0,2,5,11,3,1,0,2,0,0,0,7,0,0,0,14,1,7,0,43,2,0,7,2,8,1,0,2,1,0,0,2,0,0,4,1,2,1,0,0,1,1,2,0,0,1,0,1,0,2,2,1,0,0,0,3,4,0,1,1,0,0,0,12,1,0,0,0,0,0,0,1,0,0,0,0,16,126,4,3,0,4,3,0,0,0,0,0,1,7,0,13,2,0,0,1,1,0,57,1,0,0,1,0,0,0,1,0,1,1,1,10,6,1,0,0,3,12,9,3,7,4,1,4,1,0,2,0,0,0,2,0,4,2,0,6,0,0,0,0,2,5,13,1,5,4,1,21,3,0,0,0,Marvelous_land_of_oz,B
1382,33,1,0,0,6,0,0,0,7,0,0,1,0,1,2,0,4,1,0,0,3,57,0,1,0,0,0,1,0,5,1,7,14,1,7,1,1,1,0,0,1,1,1,4,0,1,0,0,0,1,0,12,12,0,0,3,4,2,9,1,1,1,1,0,1,0,0,0,0,2,0,0,0,3,0,2,0,0,0,1,0,0,0,2,2,12,0,0,0,0,6,1,0,0,0,2,1,7,3,6,13,0,11,3,0,0,0,1,2,0,11,0,0,0,22,7,20,0,7,16,20,6,0,3,0,2,0,0,1,1,4,0,1,8,0,2,0,2,0,0,0,0,1,8,10,1,0,0,1,1,0,0,8,0,1,0,9,3,7,0,53,5,0,5,1,8,2,0,4,2,2,0,3,0,0,8,1,0,0,0,1,0,0,3,0,0,3,0,1,3,2,1,0,0,1,0,1,13,1,1,1,0,0,0,9,2,0,0,0,0,0,0,0,1,2,0,3,20,135,6,10,0,9,1,0,0,0,0,0,1,6,0,13,1,0,1,5,0,1,43,1,0,0,1,0,0,0,0,0,2,0,4,3,3,0,0,0,5,22,15,5,3,5,0,1,0,1,4,0,0,0,0,0,4,5,0,3,0,0,0,0,0,4,12,2,2,2,0,17,4,0,0,0,Marvelous_land_of_oz,B
1383,42,1,0,0,5,0,4,0,7,1,0,1,0,0,1,0,0,0,0,0,5,67,1,1,0,1,1,0,0,5,2,7,7,5,10,0,0,2,0,0,2,0,0,1,1,0,0,1,0,1,0,11,6,1,1,4,3,5,4,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,1,0,16,0,0,0,2,8,0,1,1,3,0,1,7,1,6,19,0,11,2,0,0,0,1,7,1,18,1,1,0,30,5,28,0,4,13,23,4,0,0,2,1,0,0,0,4,4,0,0,8,0,2,0,1,0,1,0,0,2,2,6,1,2,0,1,1,0,0,12,0,1,1,7,0,5,0,48,4,0,4,4,5,1,0,4,0,0,0,2,0,0,5,3,3,1,0,0,1,0,1,0,0,4,0,0,0,4,0,1,0,0,0,0,5,0,0,0,0,0,0,7,3,0,0,1,0,0,0,1,3,2,0,2,22,112,5,3,1,4,0,0,0,2,0,0,2,3,0,13,2,0,1,3,0,0,65,1,1,1,1,0,0,0,2,1,1,1,2,3,5,0,0,0,4,21,6,3,5,4,0,4,0,0,1,0,0,0,0,1,6,5,0,4,0,0,0,0,4,9,14,1,2,4,0,16,3,0,1,0,Marvelous_land_of_oz,B
1384,51,0,0,0,4,0,2,1,7,0,0,0,0,2,1,1,2,0,0,0,5,54,2,1,0,0,0,0,0,5,2,7,7,2,8,0,0,2,0,0,3,0,1,1,0,0,0,0,1,0,0,14,6,0,1,6,2,2,6,1,0,0,1,0,2,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,2,0,0,0,1,17,0,0,0,2,14,1,0,0,1,2,1,8,1,6,27,0,12,0,0,0,0,0,6,0,17,5,0,0,34,4,19,1,6,13,20,3,0,0,0,1,0,0,0,2,1,1,2,5,0,1,1,2,0,2,0,0,2,5,12,1,0,1,2,0,1,0,6,0,1,0,12,2,9,0,37,1,0,5,2,4,1,0,5,2,3,0,1,0,0,6,7,1,0,0,0,0,0,2,0,0,1,0,0,5,3,3,1,0,0,0,0,4,0,1,3,0,0,0,5,4,0,0,1,0,0,0,2,1,0,0,2,24,146,3,7,0,7,2,0,0,0,0,0,0,10,0,6,0,0,0,0,1,0,50,0,0,0,1,0,1,0,0,0,0,4,4,6,2,1,0,0,2,12,6,1,3,4,0,8,0,0,3,1,0,0,0,0,2,3,0,2,0,0,0,0,1,7,18,0,2,4,0,16,3,0,0,0,Marvelous_land_of_oz,B
1385,44,2,3,0,2,0,1,0,9,0,0,0,0,3,2,0,1,1,0,0,3,53,2,1,1,0,3,1,1,8,1,6,10,0,4,2,1,0,0,0,3,2,1,3,0,0,0,0,0,0,2,7,7,1,0,7,2,2,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0,10,0,0,0,0,6,1,0,1,4,1,0,8,1,9,20,0,16,1,0,0,0,1,6,2,14,1,0,0,39,7,27,1,6,15,20,5,0,3,0,0,0,2,1,1,1,1,0,4,0,0,0,2,0,1,0,0,0,2,15,2,1,0,1,0,3,0,8,0,1,1,15,1,4,1,44,0,0,5,2,6,0,0,8,1,1,0,2,0,1,2,3,3,0,0,0,1,1,1,0,0,0,1,2,0,1,0,0,0,1,0,1,5,0,0,2,1,0,0,13,4,0,0,1,0,0,0,0,1,0,0,4,17,121,1,7,0,8,4,0,0,3,0,0,0,9,0,4,0,0,1,3,0,0,58,1,1,0,1,0,0,0,0,0,0,1,6,7,3,0,0,0,6,19,5,1,3,7,0,0,0,1,3,0,0,0,0,2,9,4,0,2,0,0,0,1,1,5,10,0,2,4,0,23,6,0,0,0,Marvelous_land_of_oz,B
1386,37,1,0,0,5,0,0,0,10,0,0,0,3,1,2,1,3,0,0,0,5,63,1,1,0,0,0,0,0,6,0,13,9,0,14,1,1,1,0,0,3,3,1,2,0,0,0,0,1,1,0,10,2,3,1,5,5,2,3,2,0,0,3,0,0,1,0,1,0,0,0,0,1,0,0,2,1,1,0,0,1,0,0,1,0,14,0,0,0,2,7,1,0,0,0,0,2,11,1,6,20,0,10,5,0,0,0,0,8,2,13,1,0,0,22,5,23,0,3,18,18,2,0,2,0,0,0,0,2,4,1,1,1,13,0,0,0,5,1,3,0,1,1,4,8,2,0,1,0,0,0,1,4,0,1,0,14,0,5,0,42,1,0,4,0,11,5,0,2,0,1,0,4,0,0,1,2,0,1,0,1,1,0,4,1,0,3,0,1,0,1,2,1,0,0,0,1,5,0,0,2,1,0,0,11,4,0,0,1,0,1,0,2,2,0,0,3,19,145,2,5,0,7,3,0,0,0,0,0,3,12,0,10,3,0,0,1,0,1,39,1,1,0,0,0,0,0,2,1,0,0,3,11,1,0,0,0,2,16,6,5,6,3,0,3,0,0,2,0,0,0,0,0,3,3,0,4,0,0,0,0,1,7,16,0,3,7,0,16,2,0,0,0,Marvelous_land_of_oz,B
1387,36,2,1,1,1,0,0,0,6,1,0,1,0,1,1,0,3,0,0,0,3,58,2,2,0,0,0,0,0,7,2,11,10,5,5,1,1,1,0,0,3,2,2,4,0,1,0,0,0,3,0,10,4,2,1,3,4,2,10,3,0,1,2,0,0,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,1,14,0,0,0,1,12,1,0,0,3,1,0,10,4,4,24,0,6,1,0,0,0,0,5,1,19,0,1,1,24,4,13,1,1,20,20,6,0,2,2,2,0,0,0,2,1,1,0,9,0,1,0,5,0,1,0,0,4,4,5,1,2,0,0,0,0,0,8,0,0,1,7,2,5,1,38,1,0,8,2,5,1,0,1,0,0,0,2,0,0,3,1,1,0,0,1,1,1,3,1,0,3,0,1,1,3,0,1,2,1,0,2,6,2,0,0,1,0,0,12,1,0,0,0,0,0,0,1,0,1,0,3,22,138,3,3,0,8,2,0,0,0,0,0,2,11,0,9,0,0,1,3,0,1,54,0,0,0,1,0,0,0,1,0,1,1,2,9,5,0,0,1,0,14,8,2,8,2,2,7,0,0,3,0,0,0,0,1,6,1,0,4,0,0,0,1,2,8,18,0,1,2,1,25,4,0,0,0,Marvelous_land_of_oz,B
1388,37,1,0,0,3,0,1,0,6,1,0,3,0,0,0,0,4,0,0,0,6,51,1,1,0,0,0,0,0,3,4,9,7,2,10,0,1,1,0,0,4,5,0,1,0,0,0,0,0,1,0,14,7,0,1,5,2,4,7,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,2,1,25,0,0,1,0,10,1,1,0,2,0,0,12,2,6,16,0,8,4,0,0,0,0,7,0,19,2,0,0,33,6,14,0,4,21,26,2,0,2,0,0,0,1,0,0,3,2,0,8,0,2,0,6,0,5,0,0,0,5,13,0,0,0,0,0,2,0,3,0,0,1,15,3,3,0,32,1,0,3,1,6,2,0,3,0,2,0,2,0,0,3,2,0,0,0,2,1,1,1,0,0,0,0,1,1,2,0,0,0,0,0,1,9,1,0,0,1,0,0,13,2,0,0,1,0,0,0,1,1,1,0,2,23,148,3,2,0,3,5,0,0,0,0,0,0,10,0,7,2,0,2,1,0,0,56,1,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,7,18,7,2,9,8,1,5,0,0,1,0,0,0,0,0,1,2,0,6,0,0,0,0,2,4,16,1,1,3,0,19,6,0,0,0,Marvelous_land_of_oz,B
1389,39,3,0,0,3,0,1,2,11,1,1,0,0,0,0,0,2,0,0,0,2,67,2,0,0,0,1,0,0,8,2,12,8,2,9,3,1,0,0,0,3,2,0,3,1,1,0,1,0,2,0,14,5,0,0,4,1,1,7,2,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,11,1,0,0,1,7,1,1,0,2,0,3,9,1,9,21,0,10,3,0,0,0,0,10,2,13,1,1,0,29,6,22,1,5,18,22,1,0,1,0,0,0,0,3,3,6,1,0,8,0,4,0,5,0,3,0,0,3,2,8,3,0,0,4,0,1,0,6,0,0,0,7,0,2,0,40,1,1,3,0,6,2,0,1,1,1,0,5,0,0,2,4,0,0,0,0,1,1,2,2,0,0,0,0,1,2,1,2,0,0,1,0,7,0,0,2,0,0,0,12,1,0,0,0,0,0,0,2,1,2,0,4,20,124,2,6,0,8,0,0,0,0,0,0,5,6,0,4,1,0,3,2,0,1,53,0,1,1,3,0,0,0,2,0,1,0,4,11,4,1,0,0,5,17,4,3,5,2,0,4,0,0,4,0,0,0,1,0,8,5,0,4,0,0,0,0,8,5,12,0,1,5,0,11,3,0,0,0,Marvelous_land_of_oz,B
1390,45,3,0,1,2,0,1,0,7,1,0,2,0,4,2,0,1,0,0,0,8,64,1,1,0,2,0,0,0,5,2,17,6,1,13,0,0,1,0,0,8,3,1,2,0,0,0,0,0,0,0,12,6,0,0,5,4,5,4,1,0,1,1,0,0,2,0,0,0,2,0,0,1,3,0,1,0,0,0,0,2,0,0,3,1,14,0,0,1,0,1,1,0,0,0,4,1,8,2,7,16,0,9,1,0,0,0,0,9,0,11,1,0,0,36,5,17,2,3,11,23,2,0,0,1,0,0,0,0,4,0,2,1,7,0,0,0,4,0,1,0,0,2,7,6,3,0,0,2,0,0,0,6,0,2,0,11,1,2,0,44,0,0,4,2,2,0,0,3,0,0,0,2,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,3,0,3,1,1,0,1,0,0,9,1,2,0,1,0,0,8,1,0,0,1,0,0,0,1,0,1,0,5,23,134,5,6,1,4,4,0,0,0,0,0,1,11,0,11,0,0,0,2,1,0,55,1,0,1,0,0,0,0,2,0,0,3,6,9,4,2,0,0,4,17,8,3,5,3,0,7,0,0,2,0,0,0,0,0,6,2,0,2,0,0,0,0,2,4,10,0,2,4,2,20,5,0,0,0,Marvelous_land_of_oz,B
1391,41,2,1,0,4,0,2,1,10,0,0,0,0,1,1,0,5,1,0,0,5,58,2,2,0,1,1,0,0,9,3,15,10,2,15,0,2,1,1,0,2,2,0,1,0,0,0,0,0,1,1,17,5,1,0,3,1,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,2,0,15,0,0,0,1,6,0,0,0,2,1,2,7,4,10,15,0,14,0,0,0,0,0,8,0,17,1,0,0,31,2,31,0,6,5,13,4,0,2,0,0,0,0,1,1,8,1,1,8,1,4,0,1,0,0,0,0,2,4,7,0,0,0,3,1,1,0,6,0,0,0,15,1,4,0,38,1,1,4,2,3,2,0,3,1,3,0,2,0,0,0,4,1,0,0,0,2,0,1,0,0,1,0,0,0,1,1,2,0,0,0,2,7,1,0,0,1,0,0,12,1,0,1,0,0,0,0,1,1,1,0,3,18,136,3,3,0,4,2,0,0,0,0,0,2,12,1,14,0,0,1,2,1,0,42,1,1,1,0,0,1,0,1,0,0,1,3,7,7,0,0,0,2,15,6,3,4,9,0,4,0,0,3,0,0,0,0,0,3,4,0,3,1,0,0,0,3,8,14,1,0,5,0,24,4,0,0,0,Marvelous_land_of_oz,B
1392,36,1,1,0,0,0,3,0,7,0,1,1,0,0,0,0,4,1,0,0,3,56,1,3,0,1,0,0,0,6,3,13,9,1,8,1,1,0,0,0,2,5,0,1,0,0,0,0,0,4,0,9,4,0,0,2,1,1,3,0,0,2,2,1,0,1,0,0,0,0,0,1,0,2,0,0,1,2,0,0,1,0,0,1,1,19,0,0,0,1,7,1,0,0,4,0,0,11,1,5,20,0,10,2,0,0,0,0,5,1,12,0,1,0,21,7,23,0,7,15,27,7,0,2,1,1,0,0,0,4,1,0,3,12,0,1,0,4,0,2,0,1,1,1,7,3,1,0,3,0,0,1,7,0,0,1,14,1,3,0,45,1,1,3,3,7,3,0,2,0,2,0,3,0,1,4,2,0,0,0,0,2,1,0,0,0,1,0,1,1,2,1,1,0,0,0,1,12,1,0,2,1,0,0,11,3,0,1,2,0,0,0,3,1,1,1,3,22,132,4,10,0,6,2,0,0,0,0,0,3,9,0,9,0,2,3,3,0,0,49,0,0,0,0,0,0,0,0,0,0,2,5,5,2,0,0,0,2,19,8,4,2,5,1,4,0,0,2,0,0,0,1,0,4,2,0,3,0,0,0,0,1,7,18,1,2,3,1,17,5,0,0,0,Marvelous_land_of_oz,B
1393,43,1,2,1,4,0,1,1,12,1,0,3,0,1,1,0,2,0,0,0,4,60,1,0,0,0,0,1,0,3,1,11,9,2,9,1,1,0,0,0,2,3,1,2,0,1,0,0,0,1,0,10,3,1,0,8,2,0,9,1,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,2,1,15,0,0,1,0,5,0,0,0,0,2,0,7,2,6,16,0,9,2,0,0,0,0,7,1,23,2,0,0,30,7,32,2,4,10,15,3,0,2,2,2,0,0,0,2,1,1,1,3,0,1,0,2,0,3,0,1,1,3,9,0,2,0,1,0,1,0,9,0,0,0,13,1,4,0,45,4,0,4,1,6,1,0,1,1,1,0,3,0,0,2,2,1,0,0,0,1,0,2,0,0,2,0,0,0,1,0,2,0,0,1,1,9,2,1,0,0,0,0,10,2,0,0,1,0,0,0,6,0,0,0,8,22,133,2,6,0,7,1,0,0,0,0,0,1,6,0,7,2,0,0,5,0,1,46,2,1,0,1,0,0,0,1,2,1,1,4,4,3,1,0,0,4,15,11,6,5,7,0,2,0,0,2,0,0,0,0,0,5,1,0,2,0,0,0,0,2,8,12,2,3,5,0,18,10,0,1,0,Marvelous_land_of_oz,B
1394,43,0,0,0,3,0,1,0,6,0,0,0,0,0,2,0,1,0,0,0,3,69,1,3,0,0,2,0,0,7,0,13,9,6,14,2,1,1,0,0,2,5,1,0,1,1,0,1,0,5,0,10,4,1,0,6,2,2,7,1,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,11,0,0,0,0,6,2,0,0,1,1,1,7,5,6,14,0,8,0,0,0,0,2,8,0,22,2,0,0,26,1,25,2,3,11,17,1,0,1,1,0,1,1,0,3,1,1,3,4,0,1,0,4,1,0,0,1,2,4,6,0,0,0,3,0,2,0,6,0,0,0,6,1,6,0,37,1,2,5,1,4,2,0,2,0,3,0,2,0,0,2,2,1,0,0,0,0,2,0,1,0,0,0,0,2,1,0,1,0,0,1,1,6,2,1,1,0,0,0,15,4,0,0,0,0,0,0,0,1,1,0,2,15,152,6,4,0,8,4,0,0,2,0,0,1,11,0,5,1,0,1,1,1,0,60,1,2,0,0,0,0,0,1,0,1,2,1,8,6,0,0,0,2,18,9,4,6,7,0,3,0,1,1,0,0,0,0,0,4,1,0,2,1,0,1,0,3,7,14,1,2,6,0,19,2,0,0,0,Marvelous_land_of_oz,B
1395,39,1,0,0,6,0,5,0,11,0,0,0,1,1,2,1,3,0,0,0,4,73,5,1,0,0,0,0,0,8,3,15,13,3,6,2,1,1,0,0,4,4,0,2,1,0,0,0,0,0,0,11,14,1,0,4,4,5,9,2,0,2,4,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,3,0,12,0,0,0,1,6,0,0,0,2,1,1,10,2,4,16,0,10,3,0,0,0,0,14,0,12,1,0,0,25,3,15,0,4,12,17,2,0,2,1,0,0,0,1,1,3,2,2,8,0,1,0,2,0,1,0,0,3,5,4,1,0,0,0,0,0,0,10,0,0,1,16,0,3,0,42,0,1,5,1,4,1,0,1,1,0,0,2,0,0,1,3,0,0,0,0,0,1,1,1,0,2,0,2,1,1,0,1,0,0,0,1,5,1,0,1,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,4,17,131,9,7,1,7,2,0,0,0,1,0,1,8,0,10,1,0,1,2,0,0,51,1,0,0,1,0,0,0,2,0,1,2,7,4,5,0,0,0,6,12,5,7,4,6,2,1,0,0,3,0,0,0,0,1,9,4,0,1,0,0,0,0,3,6,15,0,1,4,0,22,2,0,0,0,Marvelous_land_of_oz,B
1396,57,0,1,1,4,0,1,0,8,0,0,0,0,1,0,0,2,1,0,0,2,48,0,1,0,1,0,0,1,0,2,10,13,3,2,0,1,2,0,0,1,5,1,1,1,0,0,0,0,1,0,13,5,2,0,4,3,1,8,1,1,2,0,0,0,0,0,0,0,0,0,0,3,2,2,3,0,1,0,0,0,0,0,3,0,10,0,0,0,1,10,0,0,0,3,0,4,13,1,6,17,0,8,2,0,0,0,1,4,1,20,5,0,0,31,4,23,1,3,15,18,4,1,1,2,1,0,1,0,3,2,0,2,8,0,3,0,1,0,2,0,0,4,6,6,1,2,0,2,0,1,0,5,0,1,1,7,2,4,0,36,4,0,6,0,4,3,0,1,1,0,0,3,0,0,1,1,0,0,0,1,1,0,0,2,0,1,1,1,0,3,0,5,0,0,0,1,5,0,0,1,1,0,0,10,1,0,0,1,0,0,0,0,0,0,0,4,22,149,4,3,0,3,1,0,0,0,0,0,3,10,0,13,2,0,0,1,0,1,48,0,0,2,0,0,0,0,1,0,0,3,4,6,8,1,0,0,5,16,10,5,7,4,1,5,1,0,3,0,0,0,0,0,3,2,0,3,0,0,0,0,5,5,16,1,0,5,0,16,3,0,0,0,Marvelous_land_of_oz,B
1397,39,1,1,0,3,0,1,1,12,0,0,3,0,1,1,1,1,0,0,0,6,59,1,2,0,0,2,0,0,7,1,13,16,2,8,2,0,1,0,0,5,1,1,3,1,0,0,0,0,2,0,9,5,1,0,7,4,3,2,3,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,0,0,2,0,0,3,0,20,1,0,0,0,5,0,0,0,2,0,1,10,3,5,18,0,5,1,0,0,0,0,5,1,11,1,1,0,27,4,18,1,4,11,26,3,0,3,1,0,0,0,0,4,0,1,2,10,0,5,0,7,0,1,0,0,2,5,10,1,0,0,0,0,1,0,2,0,1,1,8,2,5,0,45,0,0,4,1,3,3,0,3,1,0,0,3,0,0,5,2,0,0,0,3,1,0,1,0,0,0,0,0,1,1,3,1,0,0,0,2,4,1,1,4,1,0,0,12,2,0,0,0,0,0,0,2,1,2,0,4,11,128,2,5,1,4,3,0,0,0,0,0,1,10,0,11,1,0,0,3,0,1,55,1,1,1,1,0,0,0,2,1,0,0,6,7,3,0,0,1,6,6,7,5,7,7,0,6,0,0,2,0,1,0,0,0,5,4,0,4,0,0,0,0,1,1,19,1,4,2,1,26,5,0,0,0,Marvelous_land_of_oz,B
1398,35,1,1,1,1,0,4,1,5,0,0,2,0,0,0,3,2,0,0,0,4,56,1,1,0,0,0,0,0,13,4,7,9,3,11,0,0,1,0,0,2,4,0,2,0,2,0,2,0,4,0,7,5,0,0,11,3,5,8,4,1,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,21,1,0,0,0,11,0,0,0,0,2,0,15,3,7,19,0,11,0,0,0,0,1,3,2,20,0,0,0,20,5,15,0,4,24,18,4,0,1,1,0,0,0,0,1,3,0,2,8,0,0,0,4,0,1,0,1,2,8,9,0,2,0,1,0,0,1,2,0,0,0,8,1,11,0,43,2,0,6,2,9,2,0,3,0,1,0,3,0,0,5,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,6,0,0,1,0,0,0,24,2,0,0,0,0,0,0,2,0,1,0,1,19,131,5,8,1,8,2,0,0,1,0,0,0,8,0,9,0,0,0,1,0,0,46,0,0,0,1,0,0,0,0,0,2,0,3,4,6,0,0,0,5,13,9,4,4,5,1,3,1,0,3,0,0,0,0,0,1,2,0,5,0,0,0,0,4,10,14,0,0,3,1,25,2,0,1,0,Marvelous_land_of_oz,B
1399,40,1,0,0,2,0,1,0,13,1,0,2,0,0,0,1,7,0,0,0,2,42,0,3,0,1,0,0,0,9,3,15,5,0,7,0,1,2,0,0,2,3,1,0,0,1,0,1,0,2,0,16,4,1,0,1,3,3,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,1,4,1,0,0,1,1,1,12,1,3,19,0,7,1,0,0,0,0,8,1,17,9,0,0,25,6,24,1,4,16,20,4,1,0,2,0,0,0,0,2,3,3,1,9,0,2,0,1,0,0,0,0,1,2,8,1,0,0,0,0,1,0,7,0,2,0,12,2,5,0,52,1,0,4,4,7,2,0,4,1,1,0,3,0,0,5,2,1,1,0,0,0,0,3,3,0,2,0,2,2,0,0,1,0,0,1,1,8,1,0,0,0,0,0,11,2,0,0,0,0,0,1,3,1,0,0,7,24,133,1,3,0,10,5,0,0,0,0,0,1,7,0,9,1,2,1,1,0,2,51,1,0,0,2,0,0,0,3,0,0,0,2,7,4,2,1,0,2,18,10,3,9,6,0,4,0,0,3,0,1,0,1,0,5,6,0,2,0,1,0,0,0,7,22,0,1,3,1,15,2,0,0,0,Marvelous_land_of_oz,B
1400,37,2,1,0,4,0,1,1,4,0,0,0,0,3,1,0,4,0,0,0,2,53,3,2,0,0,0,0,0,7,1,12,7,2,9,0,1,1,0,0,1,5,1,1,0,0,0,0,0,2,0,8,6,1,0,7,3,1,14,2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,10,1,0,0,0,5,1,1,0,4,3,2,12,2,9,15,0,10,1,0,0,0,0,10,0,16,3,2,0,22,8,21,1,1,13,17,4,0,2,0,1,0,1,1,3,1,0,4,8,0,1,0,3,0,1,0,0,3,4,9,2,3,0,0,0,2,0,3,0,0,0,8,0,8,1,42,1,1,4,1,4,4,0,2,2,2,0,5,0,0,3,3,1,1,0,0,1,0,1,0,0,3,0,2,1,3,1,4,0,0,1,1,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,2,21,136,4,7,1,4,2,0,0,1,0,0,2,14,0,9,1,0,0,0,0,0,64,0,0,0,1,0,0,0,3,0,1,5,6,8,1,0,0,0,4,12,9,7,3,6,1,1,0,0,0,0,1,0,0,1,7,4,0,2,0,0,0,0,2,4,15,1,2,4,1,19,2,0,0,0,Marvelous_land_of_oz,B
1401,44,0,3,0,4,0,2,0,6,0,0,1,0,0,0,1,1,0,0,0,3,58,2,0,0,0,1,0,0,6,2,11,14,3,6,0,1,3,0,0,3,2,0,2,0,1,0,0,0,3,0,9,9,1,0,5,5,4,8,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,2,0,15,0,0,0,2,8,0,0,0,0,0,0,11,4,4,16,0,7,0,0,0,0,0,5,0,13,5,0,0,29,7,22,3,2,12,17,1,0,1,0,1,0,1,0,2,7,1,2,8,0,1,0,3,1,2,0,0,1,3,8,0,0,0,2,0,1,0,8,0,0,1,17,0,3,0,37,1,0,4,1,2,2,0,3,2,0,0,7,0,0,4,3,1,1,0,0,0,1,2,1,0,1,0,0,4,1,1,1,0,0,0,1,7,0,1,0,0,0,0,12,1,0,0,0,0,0,0,1,1,0,0,6,19,131,6,5,1,5,3,0,0,2,0,0,1,10,0,8,0,0,1,4,0,2,55,2,1,0,2,0,0,0,3,0,0,3,3,9,3,1,0,0,3,23,11,3,5,5,0,4,1,0,0,0,0,0,0,1,3,4,0,2,0,0,0,0,0,8,15,0,2,4,1,22,3,0,0,0,Marvelous_land_of_oz,B
